,patch_size,s,n_components,nor,remove_components,k_min,k_max,k,kurt,bpd,bpd_field,H_receptive,H_signal,H_signal_white,H_neighbor,H_signal_sparse,H_signal_gauss,H_joint,H_cond,CE_gaussian,var_diff,var_sum,local_var,total_var,H_output,KL,d_ruzsa_add,d_ruzsa,d_ruzsa_,negH_diff,negH_diff_avg,negH_sum,H_max,lhd,mean,sum,class
9,30.0,2.0,95.0,2.0,0.0,0.06521603,2.9999826,46.000694,1.0194548,12.908874,12.652822,1482.5323,241.54195,134.79916,119.977936,134.57953,134.806,-1.0,-1.0,143.91008,1.1889291,0.6009723,0.39917168,57.09237,103.086754,23.932142,-1.0,14.821222,-14.821222,0.0379112,0.00039448484,0.022409633,1.8120117,0.724544,0.602944,0.602944,4
0,12.0,2.0,26.0,2.0,0.0,0.097221315,2.860387,29.421398,6.9491467,15.017003,12.355072,191.56676,62.313606,36.892403,32.93826,36.34346,36.889454,-1.0,-1.0,39.503925,1.1981316,0.08434857,0.91542464,2.1930628,-31.46445,6.565665,-1.0,3.9541414,-3.9541414,0.08922543,0.0034275579,0.017227601,1.7102977,0.5158735,0.6574125,0.6574125,5
1,14.0,2.0,33.0,2.0,0.0,0.08697146,3.2562401,37.44033,7.628025,15.12185,12.302215,268.644,80.24011,46.82497,43.216248,46.209,46.821575,-1.0,-1.0,51.625572,1.2881818,0.08169859,0.91809565,2.6960535,-39.71365,8.409326,-1.0,3.6087253,-3.6087253,0.13378516,0.0040516364,0.016729634,1.7664608,0.5108155,0.662128,0.662128,5
2,16.0,2.0,42.0,2.0,0.0,0.07305674,3.2749932,44.828075,6.2557178,15.188322,12.343147,350.3811,102.310196,59.595417,55.44136,58.978645,59.58978,-1.0,-1.0,65.40794,1.2741727,0.08467525,0.9150561,3.5563607,-46.18655,9.966585,-1.0,4.1540594,-4.1540594,0.14261886,0.0034027714,0.01875727,1.7762578,0.5163325,0.660535,0.660535,5
3,18.0,2.0,50.0,2.0,0.0,0.05961735,3.1766574,53.284107,5.8547883,15.058588,12.426515,454.32648,123.21523,70.94693,66.64774,70.349976,70.94024,-1.0,-1.0,78.20859,1.2878708,0.090670764,0.90906173,4.5335383,-49.856308,11.560842,-1.0,4.2991805,-4.2991805,0.1639724,0.0032779374,0.021594618,1.800369,0.511876,0.661311,0.661311,5
4,20.0,2.0,58.0,2.0,0.0,0.050057158,3.4276013,68.47375,5.2351227,14.825749,12.522088,572.79004,144.51535,82.29843,77.51946,81.70098,82.292465,-1.0,-1.0,89.903046,1.2595468,0.10610501,0.8936892,6.1540904,-43.042473,12.383586,-1.0,4.7789745,-4.7789745,0.18551221,0.0031973482,0.022997992,1.8138674,0.5069625,0.657132,0.657132,5
5,22.0,2.0,65.0,2.0,0.0,0.039372776,2.98118,75.71678,4.8504357,14.499334,12.619884,709.1355,164.27681,92.231,87.34523,91.69288,92.225136,-1.0,-1.0,100.80061,1.2609497,0.1323256,0.86749405,8.601164,-32.55678,13.455383,-1.0,4.885775,-4.885775,0.19708769,0.003036574,0.02709939,1.8321581,0.49383,0.655002,0.6550015,5
6,24.0,2.0,72.0,2.0,0.0,0.030954024,3.0154712,97.41775,3.2951868,14.148748,12.715282,856.1004,183.98212,102.163574,97.489716,101.77909,102.15985,-1.0,-1.0,111.48475,1.256256,0.1663714,0.83352506,11.978741,-18.425894,13.995031,-1.0,4.6738567,-4.6738567,0.14870042,0.0020628818,0.028291875,1.8494524,0.485648,0.648665,0.648665,5
7,26.0,2.0,78.0,2.0,0.0,0.08098218,2.441004,30.142485,2.525002,13.789675,12.806103,1016.0696,201.7397,110.67721,106.302704,110.34634,110.676315,-1.0,-1.0,120.7315,1.2552783,0.23132022,0.76865715,18.042976,7.613398,14.428791,-1.0,4.374498,-4.374498,0.10654351,0.0013649099,0.030628052,1.8638757,0.476097,0.62048,0.62048,5
8,28.0,2.0,82.0,2.0,0.0,0.036980525,2.5124083,67.93868,1.7380338,13.459602,12.891525,1194.7972,215.23569,116.35296,112.01861,116.17411,116.35358,-1.0,-1.0,128.95874,1.3050711,0.35957155,0.6404434,29.484867,46.725594,16.94013,-1.0,4.334349,-4.334349,0.06410862,0.0007715583,0.030364564,1.8740727,0.4717025,0.598142,0.598142,5
9,30.0,2.0,85.0,2.0,0.0,0.035642117,2.287331,64.17495,0.6998521,13.203318,12.971583,1380.9672,226.11032,120.60977,107.42625,120.56871,120.61325,-1.0,-1.0,127.5888,1.1622361,0.62228334,0.3777985,52.894085,95.691925,20.162548,-1.0,13.183525,-13.183525,0.016023587,0.00019146026,0.02272352,1.7753075,0.4693985,0.5618115,0.5618115,5
0,12.0,2.0,42.0,2.0,0.0,0.0708244,3.2985432,46.573544,5.250038,16.102015,12.408709,213.75043,87.96946,59.595417,57.015427,58.770683,59.59733,-1.0,-1.0,68.0144,1.3968527,0.058665246,0.94142574,2.4639404,-70.30432,10.998971,-1.0,2.579993,-2.579993,0.11083064,0.002637084,0.029308973,1.8523028,0.620076,0.686948,0.686948,6
1,14.0,2.0,54.0,2.0,0.0,0.053974714,3.5198147,65.21229,5.880005,16.316214,12.288157,292.51578,114.662994,76.62268,74.19474,75.647354,76.61939,-1.0,-1.0,88.22591,1.4248725,0.058347628,0.94153076,3.1507719,-86.99328,14.031167,-1.0,2.4279413,-2.4279413,0.1745844,0.00323597,0.034525946,1.8714525,0.6160625,0.687262,0.687262,6
2,16.0,2.0,66.0,2.0,0.0,0.046006486,3.3705852,73.26326,5.3052306,16.283558,12.287844,390.94177,142.04607,93.64994,92.16467,92.66421,93.646706,-1.0,-1.0,108.966324,1.4589151,0.060866933,0.93903506,4.0172176,-98.56561,16.801653,-1.0,1.4852728,-1.4852728,0.1974644,0.0029899778,0.0361808,1.9054731,0.624241,0.69561,0.69561,6
3,18.0,2.0,76.0,2.0,0.0,0.0410815,3.403378,82.84454,5.122142,15.966107,12.33785,515.25964,166.99232,107.839325,105.476776,106.894516,107.83445,-1.0,-1.0,123.518036,1.4070787,0.07333577,0.926536,5.5735183,-99.6147,18.04126,-1.0,2.3625524,-2.3625524,0.21880326,0.002874602,0.03645386,1.9179548,0.6340635,0.682896,0.682896,6
4,20.0,2.0,86.0,2.0,0.0,0.034974743,3.3673306,96.27892,5.02011,15.537848,12.409243,656.61597,192.53658,122.02872,119.585335,121.16108,122.02418,-1.0,-1.0,138.70982,1.3821399,0.085971706,0.9139229,7.3935666,-93.89483,19.124487,-1.0,2.4433765,-2.4433765,0.2534449,0.0029447882,0.042485632,1.9377072,0.641461,0.70054,0.70054,6
5,22.0,2.0,94.0,2.0,0.0,0.03424853,2.8880537,84.326355,3.2719054,14.991085,12.48796,822.47095,214.9643,133.38022,130.44945,132.73674,133.37909,-1.0,-1.0,150.2019,1.3519615,0.10803044,0.8919454,10.154861,-76.215515,19.75245,-1.0,2.9307687,-2.9307687,0.16859087,0.0017902234,0.044609368,1.9542001,0.651428,0.72389,0.72389,6
6,24.0,2.0,101.0,2.0,0.0,0.026485639,3.0719361,115.98498,3.348008,14.426192,12.567463,1005.09924,235.53796,143.31279,140.59819,142.79478,143.31454,-1.0,-1.0,160.57341,1.3359766,0.13988203,0.8601526,14.128085,-52.621216,19.975222,-1.0,2.714603,-2.714603,0.19932657,0.001975824,0.043384433,1.9737159,0.6503525,0.74298,0.74298,6
7,26.0,2.0,106.0,2.0,0.0,0.019773792,2.66755,134.9033,2.508191,13.881852,12.644771,1207.2231,252.14507,150.40749,147.24286,150.04968,150.41223,-1.0,-1.0,166.42944,1.2968425,0.19363166,0.8064578,20.524956,-16.286661,19.186577,-1.0,3.1646187,-3.1646187,0.14952084,0.0014184915,0.038519464,1.9843613,0.648114,0.757382,0.757382,6
8,28.0,2.0,109.0,2.0,0.0,0.025638746,2.5438032,99.21715,1.5274014,13.414293,12.718515,1426.7649,264.3544,154.6643,152.31355,154.49274,154.67165,-1.0,-1.0,172.94017,1.3304017,0.29438558,0.7057493,32.088028,35.478325,20.62661,-1.0,2.3507404,-2.3507404,0.07543762,0.00069194037,0.04210583,2.00399,0.641293,0.747745,0.747745,6
9,30.0,2.0,111.0,2.0,0.0,0.034010142,2.4181585,71.1011,0.73724407,13.065021,12.788729,1654.693,273.96405,157.50218,148.70921,157.48819,157.5119,-1.0,-1.0,173.057,1.2763835,0.54849696,0.4516782,60.883163,114.6656,24.347788,-1.0,8.792958,-8.792958,0.021486454,0.00019493229,0.026586115,1.952572,0.633493,0.675689,0.675689,6
0,12.0,2.0,30.0,2.0,0.0,0.075149424,3.2409542,43.1268,8.355449,15.391927,12.50457,197.12846,69.27366,42.568157,37.93583,41.96611,42.56547,-1.0,-1.0,46.58656,1.2640041,0.0695081,0.9303128,2.085243,-38.53406,8.650732,-1.0,4.6323285,-4.6323285,0.12255462,0.004079948,0.02129768,1.7208434,0.462083,0.706192,0.706192,7
1,14.0,2.0,39.0,2.0,0.0,0.068417646,3.5040095,51.214996,8.050402,15.573922,12.415251,271.2017,90.62464,55.338604,50.826546,54.741768,55.335014,-1.0,-1.0,61.30825,1.3019794,0.066276684,0.93353957,2.5847907,-49.942818,10.481706,-1.0,4.5120583,-4.5120583,0.15610768,0.0040016873,0.016342651,1.7644721,0.4645365,0.711206,0.711206,7
2,16.0,2.0,49.0,2.0,0.0,0.060840365,3.413972,56.1136,7.861594,15.621583,12.431645,354.9213,114.523,69.527985,63.115395,68.85091,69.52331,-1.0,-1.0,76.186806,1.267431,0.07469118,0.9251178,3.6598678,-55.370594,13.071412,-1.0,6.4125943,-6.4125943,0.2131313,0.004350436,0.021391882,1.7502064,0.472838,0.709523,0.709523,7
3,18.0,2.0,58.0,2.0,0.0,0.058568753,3.474065,59.316017,6.4202967,15.454704,12.496437,459.10318,137.4851,82.29843,75.658745,81.67355,82.29091,-1.0,-1.0,90.49897,1.2780097,0.08320211,0.91653794,4.825722,-58.448315,14.840224,-1.0,6.639689,-6.639689,0.21004283,0.0036207428,0.024235265,1.7767895,0.4683015,0.7126705,0.7126705,7
4,20.0,2.0,67.0,2.0,0.0,0.055841744,3.3173687,59.406612,6.1051683,15.174325,12.580783,581.1086,160.815,95.06888,89.29025,94.51615,95.06214,-1.0,-1.0,105.74181,1.3138121,0.096116945,0.9036819,6.4398355,-54.359325,16.451557,-1.0,5.778626,-5.778626,0.2564479,0.00382726,0.030263774,1.8169476,0.4576975,0.716587,0.716587,7
5,22.0,2.0,75.0,2.0,0.0,0.055714697,3.0985603,55.614777,4.2121167,14.792446,12.671204,722.91223,182.631,106.42039,100.59888,105.93202,106.41493,-1.0,-1.0,118.483864,1.3169383,0.12291036,0.87694436,9.218277,-41.66145,17.88499,-1.0,5.8215165,-5.8215165,0.2004947,0.0026745305,0.03200455,1.8391918,0.450283,0.718578,0.718578,7
6,24.0,2.0,82.0,2.0,0.0,0.05508543,3.2403495,58.824074,3.9320407,14.36512,12.7618475,881.8264,202.59381,116.35296,111.379326,115.95876,116.350815,-1.0,-1.0,129.85411,1.324608,0.15735056,0.8425971,12.902745,-23.638971,18.474787,-1.0,4.973636,-4.973636,0.1975188,0.0024165756,0.036618095,1.8686006,0.443251,0.718313,0.718313,7
7,26.0,2.0,87.0,2.0,0.0,0.041998543,2.8770225,68.502914,2.91236,13.934017,12.849957,1060.4448,218.65593,123.447655,118.54202,123.29264,123.44805,-1.0,-1.0,136.63432,1.2985722,0.21562009,0.78438884,18.758947,4.756497,18.092302,-1.0,4.905632,-4.905632,0.16344455,0.0018673197,0.033752028,1.8854537,0.441144,0.7166585,0.7166585,7
8,28.0,2.0,91.0,2.0,0.0,0.039086267,2.7262912,69.75062,1.8181465,13.558593,12.935126,1250.5919,232.27864,129.12341,126.11068,129.0996,129.12514,-1.0,-1.0,145.88513,1.3638858,0.32321438,0.6768237,29.412508,43.5402,19.774454,-1.0,3.012729,-3.012729,0.0930527,0.0010296323,0.028679896,1.9175459,0.439227,0.699877,0.699877,7
9,30.0,2.0,94.0,2.0,0.0,0.036915813,2.7377317,74.16149,0.81271625,13.270034,13.015938,1442.3813,243.45119,133.38022,123.82562,133.53647,133.38374,-1.0,-1.0,147.56058,1.2977767,0.56810963,0.43196502,53.402306,97.59632,23.734957,-1.0,9.554603,-9.554603,0.027370384,0.00029513845,0.018430319,1.8515091,0.438679,0.635823,0.635823,7
0,12.0,2.0,25.0,2.0,0.0,0.04906913,2.0879018,42.550213,12.878521,14.938223,12.331574,182.35306,58.368732,35.473465,24.08711,34.544968,35.48856,-1.0,-1.0,31.391386,0.6715547,0.08269184,0.918516,2.067296,-26.20888,7.304276,-1.0,11.3863535,-11.3863535,0.16473693,0.0065907533,0.01886486,1.385598,0.6507845,0.726464,0.726464,8
1,14.0,2.0,33.0,2.0,0.0,0.045527317,2.886532,63.402203,12.987437,15.124616,12.252282,247.78484,77.450645,46.82497,34.26513,45.751873,46.842873,-1.0,-1.0,43.163353,0.7717538,0.08047831,0.9206066,2.6557841,-33.715115,8.898226,-1.0,12.559844,-12.559844,0.24404153,0.007394612,0.02246397,1.4597399,0.669574,0.730411,0.730411,8
2,16.0,2.0,41.0,2.0,0.0,0.041481424,2.9353716,70.76352,11.404877,15.138282,12.294428,330.9178,96.95899,58.17648,43.640995,57.02325,58.177055,-1.0,-1.0,53.945152,0.7874859,0.08365958,0.9163686,3.4300427,-38.37598,10.304157,-1.0,14.535485,-14.535485,0.28191185,0.0068759876,0.026926402,1.4952971,0.661513,0.735936,0.735936,8
3,18.0,2.0,49.0,2.0,0.0,0.036983322,3.146075,85.0674,11.665323,15.016686,12.377069,423.00928,117.02344,69.527985,53.994045,68.270706,69.52506,-1.0,-1.0,65.34455,0.82320434,0.09047165,0.90940905,4.4331107,-43.12227,11.350507,-1.0,15.533944,-15.533944,0.35948607,0.0073335236,0.029963594,1.537114,0.657845,0.745783,0.745783,8
4,20.0,2.0,56.0,2.0,0.0,0.030628804,2.5257235,82.46236,11.764827,14.758452,12.475366,527.2648,135.6391,79.460556,62.211376,78.15985,79.457695,-1.0,-1.0,73.87058,0.79367846,0.10812437,0.89177346,6.0549645,-35.94736,11.659205,-1.0,17.249182,-17.249182,0.46289247,0.008259731,0.038294166,1.5503048,0.64151,0.7540315,0.754032,8
5,22.0,2.0,62.0,2.0,0.0,0.02818338,2.2436256,79.60811,8.894039,14.420221,12.578182,643.7676,152.3536,87.97419,70.266556,86.90517,87.976524,-1.0,-1.0,82.006546,0.80055827,0.13335647,0.8667188,8.268101,-25.767698,11.739992,-1.0,17.707636,-17.707636,0.4077893,0.006565369,0.038615905,1.5766976,0.62291,0.771356,0.771356,8
6,24.0,2.0,67.0,2.0,0.0,0.023444572,1.7760965,75.757256,7.8047104,14.052356,12.676613,764.75366,167.27982,95.06888,76.64387,93.94639,95.06909,-1.0,-1.0,88.0305,0.78244334,0.18156198,0.8184443,12.164653,-7.6871142,11.386633,-1.0,18.425013,-18.425013,0.41876772,0.006245778,0.048788197,1.5865041,0.594541,0.785632,0.785632,8
7,26.0,2.0,71.0,2.0,0.0,0.0392459,1.7947228,45.730198,6.384478,13.697449,12.76953,893.16266,180.01157,100.74464,84.17625,99.83294,100.74701,-1.0,-1.0,95.52052,0.84447324,0.25127703,0.74878997,17.84067,15.14367,11.344273,-1.0,16.568386,-16.568386,0.36096,0.005087793,0.05165229,1.6259965,0.569665,0.805458,0.805458,8
8,28.0,2.0,74.0,2.0,0.0,0.0886672,2.5237257,28.462902,4.4420924,13.388962,12.855833,1023.95483,190.52005,105.00145,90.715256,104.237526,105.003,-1.0,-1.0,103.02429,0.936707,0.37492514,0.6251166,27.744461,44.961933,12.309032,-1.0,14.286192,-14.286192,0.26489308,0.0035680141,0.044963863,1.6612369,0.5450035,0.820744,0.820744,8
9,30.0,2.0,76.0,2.0,0.0,0.0606038,2.0342834,33.56693,2.2491505,13.153334,12.935748,1155.4175,198.54521,107.839325,89.99524,107.21327,107.84228,-1.0,-1.0,106.339264,0.94685936,0.6060427,0.39403462,46.059242,79.05822,16.344027,-1.0,17.84409,-17.84409,0.11520113,0.0015229974,0.03504674,1.6120802,0.524742,0.8077515,0.8077515,8
0,12.0,2.0,32.0,2.0,0.0,0.081571594,3.505934,42.97984,10.046003,15.721834,12.735437,184.9668,70.6948,45.406033,37.962215,44.553917,45.40276,-1.0,-1.0,46.699066,1.0765904,0.063929334,0.935866,2.0457387,-38.84716,8.736849,-1.0,7.443816,-7.443816,0.17799948,0.0055613387,0.02216211,1.6144832,0.3904355,0.693547,0.693547,9
1,14.0,2.0,43.0,2.0,0.0,0.07504021,3.4884613,46.487896,8.989571,16.008957,12.596078,249.54242,94.70181,61.01436,52.555927,59.980465,61.014153,-1.0,-1.0,63.7194,1.1216797,0.063548535,0.936442,2.732587,-50.0141,11.163471,-1.0,8.458429,-8.458429,0.2129801,0.0049592806,0.033791468,1.6466228,0.419044,0.700574,0.700574,9
2,16.0,2.0,53.0,2.0,0.0,0.06628192,3.5299861,53.25715,9.850667,16.007093,12.5844965,332.7652,118.18563,75.20374,64.28652,74.06407,75.19992,-1.0,-1.0,77.046616,1.0654482,0.06866108,0.9311948,3.6390371,-55.29009,12.760092,-1.0,10.917219,-10.917219,0.3130865,0.0059083914,0.037360407,1.6462413,0.415054,0.708712,0.708712,9
3,18.0,2.0,64.0,2.0,0.0,0.056828946,3.5988433,63.327644,6.913925,15.876752,12.631879,425.30978,144.00864,90.812065,79.71523,89.74971,90.80457,-1.0,-1.0,94.79652,1.120199,0.07535456,0.92441154,4.822692,-60.997414,15.081282,-1.0,11.096831,-11.096831,0.2732158,0.004267046,0.04298786,1.683112,0.406564,0.717162,0.717162,9
4,20.0,2.0,73.0,2.0,0.0,0.04767725,3.4410894,72.17467,8.027321,15.533043,12.708832,542.3319,167.09734,103.58251,91.92201,102.50996,103.57767,-1.0,-1.0,107.96282,1.115263,0.08981298,0.91005427,6.5563474,-52.85356,16.040812,-1.0,11.660503,-11.660503,0.36548433,0.0050062966,0.04238571,1.7111489,0.385303,0.729616,0.729616,9
5,22.0,2.0,81.0,2.0,0.0,0.054415964,3.5480633,65.20262,6.975507,15.094404,12.799264,677.33154,188.80786,114.93402,102.58679,113.94598,114.93051,-1.0,-1.0,119.1232,1.0980916,0.11319436,0.88671905,9.168743,-40.87642,16.536404,-1.0,12.347226,-12.347226,0.38662976,0.004762204,0.04064148,1.7329854,0.354429,0.740995,0.740995,9
6,24.0,2.0,88.0,2.0,0.0,0.052853987,3.2682357,61.83518,5.0989757,14.619622,12.894808,827.6923,208.87628,124.86659,113.764046,124.112366,124.86642,-1.0,-1.0,129.81303,1.106365,0.14967443,0.8503216,13.17135,-19.701418,16.048985,-1.0,11.102541,-11.102541,0.32829022,0.0037267066,0.04154635,1.7717619,0.324015,0.749321,0.749321,9
7,26.0,2.0,94.0,2.0,0.0,0.049784116,3.242628,65.13379,3.8734014,14.15876,12.989852,991.00684,227.05827,133.38022,123.60016,132.822,133.3848,-1.0,-1.0,138.56183,1.1033621,0.21207157,0.78802586,19.934727,9.52764,14.961668,-1.0,9.780062,-9.780062,0.27680185,0.002941721,0.04623574,1.8035575,0.29653,0.7505695,0.7505695,9
8,28.0,2.0,98.0,2.0,0.0,0.11729829,2.5278609,21.550705,2.8033073,13.748848,13.080776,1167.995,241.35081,139.05597,132.31232,138.70522,139.06277,-1.0,-1.0,148.47693,1.1846255,0.32060024,0.6795388,31.418823,48.875507,16.164614,-1.0,6.743662,-6.743662,0.19340484,0.001972591,0.03467858,1.8467221,0.278305,0.751577,0.751577,9
9,30.0,2.0,100.0,2.0,0.0,0.11625028,3.0767007,26.466179,1.2231199,13.434183,13.16575,1353.974,251.3661,141.89386,130.13283,141.69313,141.90022,-1.0,-1.0,150.49196,1.1635302,0.5717808,0.4283464,57.17808,102.55552,20.359127,-1.0,11.761023,-11.761023,0.05811957,0.00057805533,0.029212467,1.8028002,0.268609,0.728227,0.728227,9
